target,lat_deg,lon_deg,on_land,priority,captured_step,captured_by
580,51.4595,-122.181,1,0.000384615,10,7
581,41.5895,-120.093,1,0.000384615,31,10
582,47.0342,138.216,1,0.000384615,4,77
583,-31.6519,-55.1724,1,0.000384615,65,76
584,46.4678,-1.15265,1,0.000384615,1,75
585,29.6293,-102.379,1,0.000384615,46,19
586,38.8833,95.1483,1,0.000384615,36,2
587,7.00751,101.944,1,0.000384615,76,60
588,-0.0752293,25.2319,1,0.000384615,127,95
589,33.2322,49.5299,1,0.000384615,128,96
590,16.8058,100.958,1,0.000384615,53,62
591,19.2533,45.1232,1,0.000384615,85,90
592,35.8461,111.008,1,0.000384615,122,75
593,22.4019,44.3897,1,0.000384615,116,52
594,43.7474,-70.8174,1,0.000384615,81,53
595,52.3399,77.661,1,0.000384615,97,6
596,54.6432,118.807,1,0.000384615,10,76
597,14.7158,104.832,1,0.000384615,110,19
598,5.9012,-62.7101,1,0.000384615,22,61
599,64.1541,33.4575,1,0.000384615,48,71
600,-8.44625,32.9798,1,0.000384615,117,40
601,12.7045,34.9411,1,0.000384615,14,40
602,62.3416,81.8526,1,0.000384615,7,83
603,-25.7473,143.273,1,0.000384615,10,68
604,-3.41513,126.808,1,0.000384615,13,67
605,56.4889,125.176,1,0.000384615,22,82
606,-16.2449,-49.5319,1,0.000384615,15,14
607,58.0365,85.2537,1,0.000384615,27,81
608,-11.4737,-46.5014,1,0.000384615,90,74
609,45.2209,127.847,1,0.000384615,65,94
610,27.7541,0.0875549,1,0.000384615,61,34
611,35.3102,95.9348,1,0.000384615,179,79
612,13.6316,2.92566,1,0.000384615,37,37
613,31.0202,8.6524,1,0.000384615,41,36
614,41.3839,-101.849,1,0.000384615,4,8
615,-7.75925,-41.4118,1,0.000384615,95,20
616,42.8638,99.5403,1,0.000384615,69,93
617,71.037,-179.037,1,0.000384615,8,26
618,-83.573,-22.4346,1,0.000384615,100,33
619,10.9745,-67.4281,1,0.000384615,7,14
620,52.442,-122.678,1,0.000384615,59,2
621,41.8189,-117.414,1,0.000384615,11,12
622,47.2162,138.884,1,0.000384615,27,98
623,-31.7272,-55.3964,1,0.000384615,65,76
624,47.7674,-1.83768,1,0.000384615,4,52
625,31.6397,-102.718,1,0.000384615,30,45
626,37.9708,95.2547,1,0.000384615,27,97
627,5.3695,100.58,1,0.000384615,66,61
628,2.66661,25.9694,1,0.000384615,104,41
629,32.796,48.9744,1,0.000384615,45,59
630,14.659,101.73,1,0.000384615,35,64
631,20.3487,44.8789,1,0.000384615,85,90
632,36.2943,109.677,1,0.000384615,121,75
633,24.4165,44.7162,1,0.000384615,66,57
634,45.3344,-71.6028,1,0.000384615,27,46
635,53.3234,77.4966,1,0.000384615,98,6
636,53.5089,120.985,1,0.000384615,60,71
637,11.1896,104.888,1,0.000384615,129,17
638,4.97233,-62.0051,1,0.000384615,32,60
639,62.4584,32.337,1,0.000384615,8,75
640,-8.65773,31.1901,1,0.000384615,36,94
641,14.5305,34.3885,1,0.000384615,3,41
642,63.5923,81.2675,1,0.000384615,34,73
643,-24.9926,142.76,1,0.000384615,20,67
644,-1.54262,125.413,1,0.000384615,122,76
645,58.4998,127.461,1,0.000384615,23,82
646,-16.318,-50.3986,1,0.000384615,79,75
647,55.7414,88.2381,1,0.000384615,60,0
648,-12.8638,-47.1782,1,0.000384615,70,76
649,45.603,126.573,1,0.000384615,22,75
650,28.1452,0.504959,1,0.000384615,61,34
651,37.5763,96.8286,1,0.000384615,159,71
652,15.7938,2.90334,1,0.000384615,64,34
653,29.4722,8.65231,1,0.000384615,32,37
654,40.8158,-99.777,1,0.000384615,15,12
655,-6.98513,-40.0684,1,0.000384615,85,21
656,41.5099,98.0354,1,0.000384615,19,98
657,72.6544,176.916,1,0.000384615,20,5
658,-86.1043,-17.8329,1,0.000384615,53,38
659,11.5695,-70.3654,1,0.000384615,71,66
660,50.6548,-121.682,1,0.000384615,20,6
661,42.5783,-115.837,1,0.000384615,12,12
662,46.2476,139.551,1,0.000384615,14,76
663,-30.0128,-55.7036,1,0.000384615,105,72
664,49.1402,-4.43971,1,0.000384615,12,74
665,31.2506,-103.651,1,0.000384615,40,44
666,38.0196,95.3329,1,0.000384615,27,97
667,4.66327,103.208,1,0.000384615,67,61
668,0.520127,25.1092,1,0.000384615,124,49
669,32.474,49.2121,1,0.000384615,45,59
670,16.5986,102.521,1,0.000384615,24,65
671,19.812,45.0302,1,0.000384615,85,90
672,36.7601,111.096,1,0.000384615,112,76
673,24.7574,44.9327,1,0.000384615,66,57
674,44.5743,-68.67,1,0.000384615,91,52
675,52.5497,76.0849,1,0.000384615,97,6
676,55.9039,120.12,1,0.000384615,29,74
677,12.8903,104.451,1,0.000384615,99,10
678,3.95318,-64.5772,1,0.000384615,9,14
679,61.6908,30.4256,1,0.000384615,27,73
680,-8.74353,32.9404,1,0.000384615,56,92
681,15.678,35.3085,1,0.000384615,23,49
682,63.6415,80.4166,1,0.000384615,34,73
683,-25.3156,144.537,1,0.000384615,11,68
684,-2.66014,126.454,1,0.000384615,3,68
685,59.0126,122.656,1,0.000384615,4,6
686,-16.0066,-48.7149,1,0.000384615,5,15
687,56.1337,87.8513,1,0.000384615,60,0
688,-13.635,-46.5525,1,0.000384615,70,76
689,43.1031,128.685,1,0.000384615,63,71
690,28.054,1.12067,1,0.000384615,52,35
691,35.9723,99.0019,1,0.000384615,18,98
692,16.6077,1.36652,1,0.000384615,105,81
693,29.3475,8.38387,1,0.000384615,23,38
694,42.1736,-104.856,1,0.000384615,23,11
695,-7.45838,-42.3466,1,0.000384615,62,77
696,40.4262,98.008,1,0.000384615,37,2
697,70.3068,177.57,1,0.000384615,11,6
698,-85.513,-17.5338,1,0.000384615,34,30
699,11.4965,-69.1681,1,0.000384615,26,12
700,52.4014,-120.877,1,0.000384615,49,3
701,43.5583,-117.234,1,0.000384615,2,13
702,47.0321,135.46,1,0.000384615,23,75
703,-31.0593,-56.1828,1,0.000384615,94,73
704,47.9786,-5.18401,1,0.000384615,29,62
705,30.0766,-103.1,1,0.000384615,26,6
706,38.585,93.9764,1,0.000384615,8,66
707,6.9881,102.448,1,0.000384615,76,60
708,0.909892,23.8247,1,0.000384615,107,97
709,31.5891,49.0022,1,0.000384615,15,52
710,16.3551,101.76,1,0.000384615,24,65
711,21.8317,45.4833,1,0.000384615,135,95
712,36.9474,110.504,1,0.000384615,111,76
713,23.4265,46.3556,1,0.000384615,67,57
714,43.7392,-72.5022,1,0.000384615,7,48
715,52.3486,76.6536,1,0.000384615,97,6
716,54.8878,117.142,1,0.000384615,2,6
717,11.6619,104.642,1,0.000384615,-1,-1
718,5.07476,-62.3296,1,0.000384615,18,13
719,63.3096,34.0278,1,0.000384615,19,74
720,-7.25247,32.0635,1,0.000384615,37,94
721,15.0569,33.2582,1,0.000384615,12,40
722,61.6242,83.0522,1,0.000384615,64,70
723,-26.3668,143.802,1,0.000384615,21,67
724,-4.53929,126.507,1,0.000384615,123,76
725,57.7864,128.215,1,0.000384615,1,77
726,-15.8249,-49.6248,1,0.000384615,45,11
727,55.0902,87.0417,1,0.000384615,69,9
728,-11.7518,-46.1583,1,0.000384615,96,20
729,46.3689,126.815,1,0.000384615,12,76
730,28.0951,0.570557,1,0.000384615,84,42
731,36.0478,95.895,1,0.000384615,25,3
732,15.0094,3.47726,1,0.000384615,65,34
733,29.9629,6.09326,1,0.000384615,54,45
734,41.4228,-102.431,1,0.000384615,4,8
735,-7.69123,-42.1472,1,0.000384615,62,77
736,40.6565,100.798,1,0.000384615,18,4
737,71.6879,-178.209,1,0.000384615,1,7
738,-85.8958,-14.0468,1,0.000384615,34,30
739,12.9745,-70.8352,1,0.000384615,82,65
740,50.8013,-122.827,1,0.000384615,10,12
741,41.4807,-118.285,1,0.000384615,11,12
742,47.636,136.634,1,0.000384615,3,77
743,-32.6124,-57.4956,1,0.000384615,116,14
744,47.9946,-2.68744,1,0.000384615,1,40
745,31.1274,-101.476,1,0.000384615,16,7
746,37.681,94.5114,1,0.000384615,6,5
747,7.26155,103.285,1,0.000384615,88,11
748,0.269361,25.7222,1,0.000384615,85,43
749,31.6128,48.9632,1,0.000384615,15,52
750,16.9666,101.209,1,0.000384615,53,62
751,20.6181,43.9259,1,0.000384615,86,55
752,38.9728,112.19,1,0.000384615,1,90
753,24.2512,44.1709,1,0.000384615,66,57
754,44.3657,-72.5854,1,0.000384615,7,48
755,54.6373,74.3208,1,0.000384615,5,83
756,56.1809,121.094,1,0.000384615,41,80
757,13.0727,105.599,1,0.000384615,36,64
758,5.01797,-63.5059,1,0.000384615,28,12
759,63.434,33.5326,1,0.000384615,19,74
760,-7.92218,32.7767,1,0.000384615,27,95
761,13.0649,33.62,1,0.000384615,43,47
762,60.923,81.0106,1,0.000384615,56,88
763,-25.5732,144.274,1,0.000384615,11,68
764,-2.95036,124.842,1,0.000384615,130,21
765,57.704,125.214,1,0.000384615,61,88
766,-15.6589,-50.5069,1,0.000384615,108,72
767,55.0751,87.3001,1,0.000384615,59,0
768,-12.3,-46.3602,1,0.000384615,100,73
769,45.8314,127.307,1,0.000384615,5,90
770,29.1405,0.829178,1,0.000384615,80,32
771,37.017,97.3464,1,0.000384615,38,96
772,14.307,4.65662,1,0.000384615,56,86
773,28.9238,9.28607,1,0.000384615,14,39
774,40.761,-102.346,1,0.000384615,5,8
775,-4.77099,-41.0373,1,0.000384615,64,77
776,41.0572,99.448,1,0.000384615,59,94
777,70.8355,-178.858,1,0.000384615,8,26
778,-85.7659,-8.85162,1,0.000384615,15,32
779,10.7899,-70.1605,1,0.000384615,6,14
780,52.8676,-120.466,1,0.000384615,49,3
781,41.9342,-116.26,1,0.000384615,13,7
782,47.6599,139.239,1,0.000384615,36,97
783,-32.4666,-58.1617,1,0.000384615,113,71
784,46.6587,-1.14711,1,0.000384615,1,75
785,29.9007,-101.558,1,0.000384615,20,46
786,38.3576,94.9584,1,0.000384615,36,2
787,4.39774,101.045,1,0.000384615,96,68
788,2.16188,23.7147,1,0.000384615,93,42
789,31.6323,46.1629,1,0.000384615,25,51
790,16.1576,99.9131,1,0.000384615,63,61
791,19.6653,42.5762,1,0.000384615,124,96
792,36.3363,111.662,1,0.000384615,102,77
793,26.2734,45.0603,1,0.000384615,56,58
794,46.0885,-69.6441,1,0.000384615,48,44
795,52.4105,77.9471,1,0.000384615,97,6
796,55.5146,119.967,1,0.000384615,71,87
797,11.7184,106.194,1,0.000384615,46,63
798,4.70325,-62.7602,1,0.000384615,8,14
799,61.5725,34.1201,1,0.000384615,147,88
800,-8.69276,33.0077,1,0.000384615,56,92
801,15.8377,34.6575,1,0.000384615,32,48
802,61.7985,80.0097,1,0.000384615,45,89
803,-25.8629,145.008,1,0.000384615,29,21
804,-3.67926,125.961,1,0.000384615,120,22
805,57.8367,127.218,1,0.000384615,1,77
806,-17.5982,-50.6286,1,0.000384615,89,74
807,56.8428,84.2119,1,0.000384615,79,8
808,-13.2858,-47.3846,1,0.000384615,70,76
809,46.0538,127.921,1,0.000384615,5,90
810,28.5843,1.8766,1,0.000384615,74,43
811,34.175,97.4141,1,0.000384615,15,4
812,15.9994,3.83803,1,0.000384615,36,37
813,30.3107,6.49532,1,0.000384615,85,42
814,43.4925,-102.513,1,0.000384615,52,43
815,-6.96865,-42.4092,1,0.000384615,62,77
816,41.4595,95.7108,1,0.000384615,47,1
817,70.8623,-175.735,1,0.000384615,21,5
818,-86.6645,-24.9349,1,0.000384615,7,33
819,11.3947,-69.7067,1,0.000384615,26,12
820,51.8583,-120.38,1,0.000384615,39,4
821,43.2341,-119.567,1,0.000384615,22,6
822,47.1269,136.878,1,0.000384615,3,77
823,-30.9504,-57.258,1,0.000384615,75,75
824,48.6213,-2.49196,1,0.000384615,4,52
825,29.6295,-103.488,1,0.000384615,19,46
826,39.4234,95.9812,1,0.000384615,48,95
827,6.5841,102.902,1,0.000384615,107,19
828,1.14159,24.3522,1,0.000384615,94,42
829,32.884,49.6629,1,0.000384615,45,59
830,15.2901,101.525,1,0.000384615,54,62
831,21.5657,45.937,1,0.000384615,117,52
832,35.8049,111.289,1,0.000384615,174,13
833,25.9929,44.6922,1,0.000384615,56,58
834,43.075,-70.3132,1,0.000384615,61,55
835,52.7754,77.0863,1,0.000384615,97,6
836,54.1478,122.91,1,0.000384615,11,76
837,13.2585,105.688,1,0.000384615,36,64
838,5.59178,-63.1886,1,0.000384615,51,68
839,61.8773,30.9395,1,0.000384615,27,73
840,-6.9169,32.8106,1,0.000384615,67,91
841,14.932,34.1571,1,0.000384615,3,41
842,60.8296,78.7296,1,0.000384615,36,80
843,-23.9335,144.254,1,0.000384615,30,21
844,-4.13861,126.371,1,0.000384615,123,76
845,58.7688,125.234,1,0.000384615,3,84
846,-15.3228,-49.7942,1,0.000384615,45,11
847,56.6647,86.1805,1,0.000384615,70,9
848,-12.3933,-47.8362,1,0.000384615,81,75
849,45.4339,128.57,1,0.000384615,4,90
850,27.6705,1.70647,1,0.000384615,52,35
851,36.0803,97.2734,1,0.000384615,7,99
852,15.5784,3.24251,1,0.000384615,36,37
853,31.0088,10.451,1,0.000384615,13,39
854,40.9556,-103.376,1,0.000384615,14,7
855,-6.09601,-42.7048,1,0.000384615,63,77
856,40.5793,99.3013,1,0.000384615,8,5
857,71.9195,-177.179,1,0.000384615,2,7
858,-86.3657,-19.8973,1,0.000384615,54,38
859,11.3282,-70.7507,1,0.000384615,25,12
860,52.7111,-123.899,1,0.000384615,58,2
861,42.6426,-119.602,1,0.000384615,21,11
862,46.3864,136.616,1,0.000384615,13,76
863,-29.484,-56.4662,1,0.000384615,114,71
864,47.4481,-2.68867,1,0.000384615,1,40
865,29.4573,-102.146,1,0.000384615,46,19
866,38.9767,94.0502,1,0.000384615,8,66
867,6.36576,101.743,1,0.000384615,117,18
868,1.84044,24.9719,1,0.000384615,84,43
869,32.8498,47.8467,1,0.000384615,5,53
870,15.984,101.176,1,0.000384615,34,64
871,19.1179,44.6902,1,0.000384615,84,90
872,36.8715,110.772,1,0.000384615,111,76
873,22.5551,44.6979,1,0.000384615,116,52
874,44.7373,-68.6949,1,0.000384615,9,48
875,55.6515,77.7373,1,0.000384615,127,3
876,56.4139,120.642,1,0.000384615,19,75
877,12.7324,107.247,1,0.000384615,16,66
878,5.30605,-62.3165,1,0.000384615,18,13
879,62.5808,30.8043,1,0.000384615,37,72
880,-7.22367,31.4911,1,0.000384615,66,91
881,15.2444,33.8832,1,0.000384615,42,47
882,62.4305,81.3467,1,0.000384615,7,83
883,-25.2373,144.09,1,0.000384615,11,68
884,-4.0068,127.693,1,0.000384615,124,76
885,58.3399,128.608,1,0.000384615,33,81
886,-17.8431,-48.3094,1,0.000384615,46,11
887,55.4275,88.2836,1,0.000384615,60,0
888,-11.9872,-47.1255,1,0.000384615,80,75
889,46.9238,128.631,1,0.000384615,24,98
890,27.2191,-0.294739,1,0.000384615,94,41
891,34.2002,97.4509,1,0.000384615,15,4
892,14.3691,3.0088,1,0.000384615,55,35
893,27.5706,7.99313,1,0.000384615,56,45
894,40.4753,-101.821,1,0.000384615,5,8
895,-7.03012,-42.7426,1,0.000384615,73,76
896,40.8324,100.04,1,0.000384615,18,4
897,71.9371,-179.845,1,0.000384615,1,7
898,-84.912,-19.0015,1,0.000384615,82,35
899,10.8301,-69.8329,1,0.000384615,6,14
900,51.2318,-124.012,1,0.000384615,69,1
901,44.7242,-116.67,1,0.000384615,12,7
902,45.0012,138.011,1,0.000384615,7,90
903,-30.3644,-54.8033,1,0.000384615,87,17
904,46.0701,-1.67801,1,0.000384615,10,64
905,30.7073,-103.324,1,0.000384615,26,6
906,38.2208,93.628,1,0.000384615,37,96
907,4.83301,101.762,1,0.000384615,57,62
908,2.461,25.4347,1,0.000384615,97,98
909,34.194,49.5341,1,0.000384615,35,50
910,15.7175,99.9074,1,0.000384615,63,61
911,21.0513,45.6993,1,0.000384615,117,52
912,35.9758,108.628,1,0.000384615,160,71
913,24.9105,43.8559,1,0.000384615,76,56
914,46.5845,-69.6492,1,0.000384615,29,46
915,54.1573,77.6286,1,0.000384615,98,6
916,55.0426,120.248,1,0.000384615,39,73
917,11.6563,106.244,1,0.000384615,46,63
918,4.01518,-62.7473,1,0.000384615,19,13
919,61.3928,31.7641,1,0.000384615,18,74
920,-8.52909,31.4151,1,0.000384615,47,93
921,14.8841,32.8025,1,0.000384615,12,40
922,62.488,81.9117,1,0.000384615,7,83
923,-25.6909,143.009,1,0.000384615,39,20
924,-1.6422,126.978,1,0.000384615,131,21
925,58.6806,124.787,1,0.000384615,3,84
926,-15.5618,-49.9672,1,0.000384615,45,11
927,56.9278,84.6931,1,0.000384615,79,8
928,-11.4399,-45.808,1,0.000384615,71,76
929,46.2193,128.531,1,0.000384615,32,74
930,25.6327,2.45978,1,0.000384615,53,35
931,36.0433,97.9885,1,0.000384615,26,3
932,13.9507,3.63809,1,0.000384615,37,37
933,29.2647,7.26712,1,0.000384615,51,35
934,42.6175,-103.007,1,0.000384615,62,42
935,-8.64062,-41.8692,1,0.000384615,105,29
936,42.0302,98.3376,1,0.000384615,9,99
937,71.0494,175.091,1,0.000384615,18,25
938,-86.6016,-61.4459,1,0.000384615,64,37
939,12.2511,-69.6683,1,0.000384615,175,21
940,52.1358,-122.443,1,0.000384615,59,2
941,41.5194,-117.811,1,0.000384615,11,12
942,48.5331,137.023,1,0.000384615,55,89
943,-30.3433,-57.2431,1,0.000384615,75,75
944,47.1413,-3.1759,1,0.000384615,2,75
945,32.3087,-103.405,1,0.000384615,35,10
946,38.5814,92.3472,1,0.000384615,16,4
947,6.26008,103.085,1,0.000384615,47,63
948,1.59682,26.5195,1,0.000384615,74,44
949,36.2878,47.725,1,0.000384615,44,59
950,17.6479,101.82,1,0.000384615,44,63
951,21.1793,43.6508,1,0.000384615,86,55
952,37.7837,110.848,1,0.000384615,111,76
953,24.5914,45.1678,1,0.000384615,66,57
954,44.8263,-71.5783,1,0.000384615,8,48
955,52.5105,77.076,1,0.000384615,97,6
956,54.3941,120.428,1,0.000384615,40,73
957,12.3194,104.726,1,0.000384615,99,10
958,2.79703,-62.0137,1,0.000384615,11,62
959,62.8893,33.1672,1,0.000384615,8,75
960,-8.51515,33.6743,1,0.000384615,117,40
961,14.6991,33.7134,1,0.000384615,3,41
962,61.5457,80.99,1,0.000384615,6,83
963,-26.2262,143.661,1,0.000384615,10,68
964,-3.96304,127.054,1,0.000384615,13,67
965,57.8302,124.543,1,0.000384615,2,84
966,-16.1243,-49.4236,1,0.000384615,15,14
967,56.1464,86.505,1,0.000384615,69,9
968,-13.9599,-45.2182,1,0.000384615,61,77
969,46.5307,128.97,1,0.000384615,84,92
970,28.2481,1.30008,1,0.000384615,52,35
971,35.8275,96.7383,1,0.000384615,8,99
972,14.162,1.86508,1,0.000384615,46,36
973,27.9431,8.14668,1,0.000384615,56,45
974,41.22,-101.633,1,0.000384615,4,8
975,-6.12237,-42.7098,1,0.000384615,63,77
976,40.5788,97.1112,1,0.000384615,37,2
977,71.4824,-175.559,1,0.000384615,2,7
978,-85.4345,-11.7349,1,0.000384615,15,32
979,10.5044,-71.3553,1,0.000384615,16,13
980,51.8628,-121.975,1,0.000384615,10,7
981,44.0345,-119.103,1,0.000384615,31,5
982,46.4343,136.339,1,0.000384615,13,76
983,-32.1797,-56.7123,1,0.000384615,74,75
984,47.8693,-2.15854,1,0.000384615,1,40
985,32.5566,-101.411,1,0.000384615,16,12
986,37.3395,93.6864,1,0.000384615,35,2
987,7.04988,102.043,1,0.000384615,76,60
988,1.02952,24.4812,1,0.000384615,94,42
989,32.6483,49.5923,1,0.000384615,6,53
990,15.8498,101.501,1,0.000384615,34,64
991,20.2667,44.7307,1,0.000384615,85,90
992,37.135,110.423,1,0.000384615,111,76
993,23.2843,45.0626,1,0.000384615,95,99
994,44.4635,-70.272,1,0.000384615,18,47
995,52.4713,78.2532,1,0.000384615,107,5
996,55.3584,120.495,1,0.000384615,39,73
997,14.1503,106.127,1,0.000384615,130,17
998,5.0557,-62.8639,1,0.000384615,8,14
999,63.5402,31.1134,1,0.000384615,28,73
1000,-8.26615,31.9495,1,0.000384615,27,95
1001,14.1923,33.9029,1,0.000384615,3,41
1002,61.7967,81.6166,1,0.000384615,55,88
1003,-24.7594,143.197,1,0.000384615,20,67
1004,-2.78051,126.657,1,0.000384615,3,68
1005,57.1322,122.484,1,0.000384615,12,83
1006,-16.9293,-48.8722,1,0.000384615,69,76
1007,55.9364,85.8562,1,0.000384615,69,9
1008,-14.1426,-45.3535,1,0.000384615,26,13
1009,44.6027,129.343,1,0.000384615,25,98
1010,28.7509,1.68938,1,0.000384615,74,43
1011,36.7465,97.8925,1,0.000384615,7,5
1012,15.2924,4.49745,1,0.000384615,66,85
1013,29.777,10.3338,1,0.000384615,66,44
1014,41.3501,-101.23,1,0.000384615,4,8
1015,-6.53385,-41.4117,1,0.000384615,76,22
1016,40.2539,98.1826,1,0.000384615,37,2
1017,73.1398,179.155,1,0.000384615,3,38
1018,-86.8029,-35.0561,1,0.000384615,7,33
1019,10.2386,-72.4999,1,0.000384615,45,10
1020,52.3785,-123.306,1,0.000384615,19,6
1021,44.0933,-117.645,1,0.000384615,12,7
1022,47.1912,136.784,1,0.000384615,3,77
1023,-31.671,-55.8313,1,0.000384615,65,76
1024,46.8596,-3.00194,1,0.000384615,2,75
1025,32.3208,-100.747,1,0.000384615,7,8
1026,37.5978,94.0346,1,0.000384615,6,5
1027,6.16548,99.9732,1,0.000384615,95,68
1028,1.69645,26.3554,1,0.000384615,74,44
1029,33.101,47.5379,1,0.000384615,5,53
1030,14.5895,101.345,1,0.000384615,35,64
1031,19.2337,44.5163,1,0.000384615,84,90
1032,37.5818,109.092,1,0.000384615,140,73
1033,24.5457,45.3326,1,0.000384615,66,57
1034,43.7288,-70.8941,1,0.000384615,81,53
1035,52.869,76.801,1,0.000384615,97,6
1036,55.6788,119.374,1,0.000384615,3,6
1037,11.6892,106.954,1,0.000384615,89,11
1038,4.25902,-63.0031,1,0.000384615,8,14
1039,62.7384,32.73,1,0.000384615,8,75
1040,-8.73242,32.3289,1,0.000384615,26,95
1041,14.5208,34.7503,1,0.000384615,3,41
1042,62.1318,81.5772,1,0.000384615,7,83
1043,-25.9212,143.749,1,0.000384615,10,68
1044,-3.83547,124.689,1,0.000384615,133,75
1045,57.3308,123.326,1,0.000384615,12,83
1046,-16.6037,-48.5161,1,0.000384615,16,14
1047,55.3448,84.8492,1,0.000384615,89,7
1048,-10.3202,-45.6823,1,0.000384615,101,73
1049,44.3618,127.289,1,0.000384615,34,97
1050,27.8712,0.0212555,1,0.000384615,61,34
1051,35.1532,95.2567,1,0.000384615,9,66
1052,15.9801,2.23973,1,0.000384615,75,84
1053,29.0298,9.30923,1,0.000384615,14,39
1054,42.4253,-102.263,1,0.000384615,4,13
1055,-6.08325,-43.6675,1,0.000384615,83,75
1056,41.3377,96.7735,1,0.000384615,68,93
1057,70.9375,173.405,1,0.000384615,18,25
1058,-85.5655,-7.66699,1,0.000384615,15,32
1059,10.6576,-71.33,1,0.000384615,16,13
1060,50.5213,-123.062,1,0.000384615,10,12
1061,44.2706,-117.176,1,0.000384615,12,7
1062,46.5853,136.986,1,0.000384615,13,76
1063,-32.0173,-56.03,1,0.000384615,104,72
1064,46.777,-1.61516,1,0.000384615,1,75
1065,30.0593,-103.385,1,0.000384615,26,6
1066,39.651,93.7149,1,0.000384615,46,1
1067,5.11597,101.318,1,0.000384615,97,10
1068,1.50334,25.801,1,0.000384615,87,99
1069,34.0088,48.6613,1,0.000384615,4,53
1070,17.5872,101.228,1,0.000384615,44,63
1071,20.4983,43.5361,1,0.000384615,86,55
1072,37.6231,110.132,1,0.000384615,-1,-1
1073,23.9401,44.6947,1,0.000384615,66,57
1074,46.1851,-69.4056,1,0.000384615,19,47
1075,51.8839,78.8344,1,0.000384615,87,7
1076,56.5416,118.845,1,0.000384615,59,71
1077,14.7518,105.488,1,0.000384615,110,19
1078,4.57013,-62.6351,1,0.000384615,158,23
1079,62.437,34.1549,1,0.000384615,9,75
1080,-7.25962,30.3472,1,0.000384615,46,93
1081,15.6352,34.6119,1,0.000384615,32,48
1082,61.2874,81.7502,1,0.000384615,17,82
1083,-26.6131,144.043,1,0.000384615,21,67
1084,-2.8798,126.145,1,0.000384615,121,22
1085,57.1685,123.658,1,0.000384615,12,83
1086,-16.912,-49.7572,1,0.000384615,15,14
1087,54.6339,87.3162,1,0.000384615,59,0
1088,-12.3658,-47.3875,1,0.000384615,81,75
1089,44.4223,128.069,1,0.000384615,14,99
1090,26.6219,0.674179,1,0.000384615,81,32
1091,35.8117,95.1191,1,0.000384615,9,66
1092,16.0482,3.8576,1,0.000384615,76,84
1093,29.1925,7.23219,1,0.000384615,51,35
1094,40.1397,-102.289,1,0.000384615,25,11
1095,-6.66323,-42.9758,1,0.000384615,73,76
1096,40.3892,99.3127,1,0.000384615,8,5
1097,71.007,-178.185,1,0.000384615,8,26
1098,-86.3361,-9.72221,1,0.000384615,92,34
1099,10.9823,-69.7378,1,0.000384615,26,12
1100,51.5571,-123.373,1,0.000384615,19,6
1101,42.1804,-117.418,1,0.000384615,1,13
1102,46.2141,135.754,1,0.000384615,84,86
1103,-31.2504,-56.6127,1,0.000384615,74,75
1104,47.3696,-2.2278,1,0.000384615,2,75
1105,31.4375,-101.882,1,0.000384615,16,7
1106,39.5279,94.4243,1,0.000384615,27,3
1107,7.23634,103.132,1,0.000384615,88,11
1108,0.7232,24.8535,1,0.000384615,84,43
1109,35.7211,47.1155,1,0.000384615,157,93
1110,14.7553,100.264,1,0.000384615,128,17
1111,19.9682,45.4956,1,0.000384615,77,56
1112,37.3226,110.013,1,0.000384615,111,76
1113,22.5123,45.2474,1,0.000384615,95,99
1114,45.1123,-71.4975,1,0.000384615,8,48
1115,51.5206,77.1077,1,0.000384615,116,4
1116,57.0079,121.289,1,0.000384615,31,81
1117,13.135,105.957,1,0.000384615,36,64
1118,4.21381,-62.1447,1,0.000384615,19,13
1119,61.3883,35.3462,1,0.000384615,148,88
1120,-7.6684,31.8693,1,0.000384615,27,95
